Date,Close
4/16/2020 16:00,5.03
4/17/2020 16:00,4.88
4/20/2020 16:00,5.61
4/21/2020 16:00,4.78
4/22/2020 16:00,4.89
4/23/2020 16:00,4.7
4/24/2020 16:00,4.77
4/27/2020 16:00,5.82
4/28/2020 16:00,5.64
4/29/2020 16:00,6.04
4/30/2020 16:00,5.73
5/1/2020 16:00,6.05
5/4/2020 16:00,5.48
5/5/2020 16:00,5.39
5/6/2020 16:00,4.93
5/7/2020 16:00,4.87
5/8/2020 16:00,4.98
5/11/2020 16:00,4.76
5/12/2020 16:00,4.54
5/13/2020 16:00,4.21
5/14/2020 16:00,4.13
5/15/2020 16:00,4.22
5/18/2020 16:00,4.58
5/19/2020 16:00,4.44
5/20/2020 16:00,4.43
5/21/2020 16:00,4.44
5/22/2020 16:00,4.18
5/26/2020 16:00,4.42
5/27/2020 16:00,4.69
5/28/2020 16:00,4.33
5/29/2020 16:00,4.06
6/1/2020 16:00,4.13
6/2/2020 16:00,4.18
6/3/2020 16:00,4.44
6/4/2020 16:00,4.47
6/5/2020 16:00,4.14
6/8/2020 16:00,5.01
6/9/2020 16:00,4.96
6/10/2020 16:00,5.07
6/11/2020 16:00,4.37
6/12/2020 16:00,4.72
6/15/2020 16:00,4.69
6/16/2020 16:00,4.64
6/17/2020 16:00,4.76
6/18/2020 16:00,4.95
6/19/2020 16:00,4.88
6/22/2020 16:00,4.87
6/23/2020 16:00,4.83
6/24/2020 16:00,4.41
6/25/2020 16:00,4.46
6/26/2020 16:00,4.35
6/29/2020 16:00,4.38
6/30/2020 16:00,4.34
7/1/2020 16:00,4.44
7/2/2020 16:00,4.29
7/6/2020 16:00,4.24
7/7/2020 16:00,4.09
7/8/2020 16:00,4.26
7/9/2020 16:00,4.21
7/10/2020 16:00,4.34
7/13/2020 16:00,4.26
7/14/2020 16:00,4.08
7/15/2020 16:00,4.19
7/16/2020 16:00,4.17
7/17/2020 16:00,3.96
7/20/2020 16:00,3.85
7/21/2020 16:00,4.01
7/22/2020 16:00,4.11
7/23/2020 16:00,4.11
7/24/2020 16:00,4.03
7/27/2020 16:00,4.01
7/28/2020 16:00,3.94
7/29/2020 16:00,4.06
7/30/2020 16:00,4.1
7/31/2020 16:00,4.01
8/3/2020 16:00,4.15
8/4/2020 16:00,4.43
8/5/2020 16:00,4.63
8/6/2020 16:00,4.43
8/7/2020 16:00,4.16
8/10/2020 16:00,4.33
8/11/2020 16:00,4.35
8/12/2020 16:00,4.52
8/13/2020 16:00,4.64
8/14/2020 16:00,4.75
8/17/2020 16:00,4.63
8/18/2020 16:00,4.81
8/19/2020 16:00,4.72
8/20/2020 16:00,4.61
8/21/2020 16:00,5.03
8/24/2020 16:00,4.87
8/25/2020 16:00,4.98
8/26/2020 16:00,5.11
8/27/2020 16:00,5.25
8/28/2020 16:00,5.39
8/31/2020 16:00,6.68
9/1/2020 16:00,7.65
9/2/2020 16:00,7.71
9/3/2020 16:00,7.82
9/4/2020 16:00,7.65
9/8/2020 16:00,7.7
9/9/2020 16:00,7.35
9/10/2020 16:00,6.23
9/11/2020 16:00,6.09
9/14/2020 16:00,6.91
9/15/2020 16:00,7.09
9/16/2020 16:00,8.68
9/17/2020 16:00,9.2
9/18/2020 16:00,9.47
9/21/2020 16:00,8.75
9/22/2020 16:00,10.56
9/23/2020 16:00,10.04
9/24/2020 16:00,9.14
9/25/2020 16:00,10.02
9/28/2020 16:00,10.09
9/29/2020 16:00,10.35
9/30/2020 16:00,10.2
10/1/2020 16:00,9.77
10/2/2020 16:00,9.39
10/5/2020 16:00,9.46
10/6/2020 16:00,9.13
10/7/2020 16:00,9.36
10/8/2020 16:00,13.49
10/9/2020 16:00,12.02
10/12/2020 16:00,11.8
10/13/2020 16:00,11.88
10/14/2020 16:00,12.25
10/15/2020 16:00,13.83
10/16/2020 16:00,13.31
10/19/2020 16:00,13.91
10/20/2020 16:00,13.86
10/21/2020 16:00,14.1
10/22/2020 16:00,14.91
10/23/2020 16:00,15
10/26/2020 16:00,13.45
10/27/2020 16:00,12.69
10/28/2020 16:00,11.82
10/29/2020 16:00,11.73
10/30/2020 16:00,10.47
11/2/2020 16:00,10.75
11/3/2020 16:00,11.57
11/4/2020 16:00,10.91
11/5/2020 16:00,11.45
11/6/2020 16:00,11.86
11/9/2020 16:00,11.49
11/10/2020 16:00,11.1
11/11/2020 16:00,11.75
11/12/2020 16:00,11.13
11/13/2020 16:00,11.01
11/16/2020 16:00,12.06
11/17/2020 16:00,11.63
11/18/2020 16:00,11.57
11/19/2020 16:00,12.46
11/20/2020 16:00,12.71
11/23/2020 16:00,13.9
11/24/2020 16:00,13.67
11/25/2020 16:00,14.75
11/27/2020 13:00,16.08
11/30/2020 16:00,16.56
12/1/2020 16:00,15.8
12/2/2020 16:00,16.58
12/3/2020 16:00,16.12
12/4/2020 16:00,16.9
12/7/2020 16:00,16.35
12/8/2020 16:00,16.94
12/9/2020 16:00,13.66
12/10/2020 16:00,14.12
12/11/2020 16:00,13.31
12/14/2020 16:00,12.72
12/15/2020 16:00,13.85
12/16/2020 16:00,13.85
12/17/2020 16:00,14.83
12/18/2020 16:00,15.63
12/21/2020 16:00,15.53
12/22/2020 16:00,19.46
12/23/2020 16:00,20.57
12/24/2020 13:00,20.15
12/28/2020 16:00,20.99
12/29/2020 16:00,19.38
12/30/2020 16:00,19.26
12/31/2020 16:00,18.84
